"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Nu_Tilde","Grid_Velocity:0","Grid_Velocity:1","Grid_Velocity:2","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
1.1432,-1.2457,0.36864,143.96,2.3902e+05,4.7606e-05,0,0,0,91983,280.3,0.37522,-1.0752,1.716e-05,0,0,0,0,0,4.4534e-06,0.046737,-0.019832,-0.0079339
1.1431,-1.5295,0.43264,144.02,2.3902e+05,4.4457e-05,0,0,0,91977,280.3,0.37539,-1.0759,1.716e-05,0,0,0,0,0,3.4385e-06,0.050571,-0.020337,-0.0082012
1.1431,-1.9472,0.56391,144.09,2.3901e+05,4.446e-05,0,0,0,91972,280.29,0.37563,-1.0765,1.716e-05,0,0,0,0,0,3.4389e-06,0.054463,-0.02071,-0.0084627
1.1432,-2.4477,0.71416,144.06,2.3905e+05,4.4421e-05,0,0,0,91987,280.3,0.3755,-1.0748,1.716e-05,0,0,0,0,0,3.429e-06,0.058381,-0.020941,-0.0087189
1.1435,-2.9573,0.87576,143.84,2.3911e+05,4.4441e-05,0,0,0,92022,280.34,0.37484,-1.0707,1.716e-05,0,0,0,0,0,3.4384e-06,0.062291,-0.021019,-0.008966
1.144,-3.4412,1.0389,143.49,2.3919e+05,4.4464e-05,0,0,0,92073,280.38,0.37379,-1.0648,1.716e-05,0,0,0,0,0,3.4503e-06,0.066165,-0.021306,-0.009213
1.1446,-3.9015,1.1741,143.04,2.3929e+05,4.4509e-05,0,0,0,92137,280.43,0.37242,-1.0574,1.716e-05,0,0,0,0,0,3.4702e-06,0.070015,-0.021942,-0.0094594
1.1453,-4.3184,1.2777,142.43,2.3941e+05,4.4569e-05,0,0,0,92219,280.5,0.37058,-1.0481,1.716e-05,0,0,0,0,0,3.4964e-06,0.073831,-0.022511,-0.0097007
1.1461,-4.6562,1.3515,141.67,2.3956e+05,4.4623e-05,0,0,0,92316,280.59,0.36831,-1.0369,1.716e-05,0,0,0,0,0,3.5225e-06,0.077669,-0.023022,-0.0099387
1.1471,-4.8906,1.3905,140.8,2.3972e+05,4.4683e-05,0,0,0,92425,280.68,0.3657,-1.0243,1.716e-05,0,0,0,0,0,3.5519e-06,0.081541,-0.023474,-0.010174
1.1482,-5.0018,1.3923,139.85,2.3988e+05,4.4743e-05,0,0,0,92542,280.78,0.36285,-1.0108,1.716e-05,0,0,0,0,0,3.5825e-06,0.085425,-0.023864,-0.01041
1.1492,-4.9861,1.3605,138.9,2.4005e+05,4.4791e-05,0,0,0,92659,280.88,0.36001,-0.99744,1.716e-05,0,0,0,0,0,3.6094e-06,0.089302,-0.024246,-0.01064
1.1501,-4.8684,1.307,138.05,2.4021e+05,4.4818e-05,0,0,0,92765,280.98,0.35744,-0.98525,1.716e-05,0,0,0,0,0,3.6287e-06,0.093103,-0.024906,-0.010875
1.151,-4.671,1.2396,137.25,2.4035e+05,4.4845e-05,0,0,0,92864,281.06,0.35502,-0.97378,1.716e-05,0,0,0,0,0,3.6476e-06,0.096909,-0.025536,-0.011107
1.1518,-4.3988,1.1544,136.47,2.4049e+05,4.4873e-05,0,0,0,92959,281.14,0.35266,-0.96284,1.716e-05,0,0,0,0,0,3.6664e-06,0.10072,-0.026137,-0.011343
1.1526,-4.0486,1.0515,135.72,2.4062e+05,4.4897e-05,0,0,0,93048,281.22,0.35041,-0.95261,1.716e-05,0,0,0,0,0,3.6832e-06,0.10452,-0.026705,-0.011575
1.1533,-3.6173,0.93073,135.01,2.4073e+05,4.4916e-05,0,0,0,93129,281.29,0.3483,-0.94328,1.716e-05,0,0,0,0,0,3.6979e-06,0.10831,-0.027242,-0.011805
1.154,-3.1058,0.79038,134.4,2.4083e+05,4.4926e-05,0,0,0,93199,281.35,0.34646,-0.93527,1.716e-05,0,0,0,0,0,3.7085e-06,0.11209,-0.027746,-0.012039
1.1544,-2.5423,0.64153,133.99,2.4089e+05,4.4901e-05,0,0,0,93246,281.39,0.34523,-0.92983,1.716e-05,0,0,0,0,0,3.7056e-06,0.11582,-0.028413,-0.012273
1.1546,-1.9622,0.4964,133.74,2.4094e+05,4.4848e-05,0,0,0,93276,281.42,0.34446,-0.9264,1.716e-05,0,0,0,0,0,3.6924e-06,0.11954,-0.029094,-0.012516
1.1548,-1.3833,0.35449,133.64,2.4096e+05,4.4941e-05,0,0,0,93290,281.43,0.34414,-0.92482,1.716e-05,0,0,0,0,0,3.723e-06,0.12324,-0.029759,-0.012758
1.1547,-0.82442,0.21941,133.77,2.4096e+05,4.5249e-05,0,0,0,93285,281.43,0.34449,-0.92536,1.716e-05,0,0,0,0,0,3.8198e-06,0.12693,-0.030408,-0.013011
1.1543,-0.37478,0.11133,134.3,2.4091e+05,5.1391e-05,0,0,0,93240,281.39,0.34599,-0.93057,1.716e-05,0,0,0,0,0,6.1388e-06,0.13062,-0.031043,-0.013267
1.1534,-0.11107,0.058555,132.51,2.4058e+05,0.00027002,0,0,0,93189,281.45,0.34161,-0.9364,1.716e-05,0,0,0,0,0,0.00029386,0.13285,-0.031422,-0.013428
1.1504,0.0079436,0.049058,120.04,2.3917e+05,0.0011453,0,0,0,93164,282.12,0.3099,-0.93923,1.716e-05,0,0,0,0,0,0.0013165,0.13421,-0.031649,-0.013526
1.1471,0.02845,0.036352,106.49,2.3782e+05,0.0012518,0,0,0,93150,282.87,0.27532,-0.94091,1.716e-05,0,0,0,0,0,0.0014351,0.13503,-0.031785,-0.013585
1.1449,0.011063,0.036842,95.852,2.3689e+05,0.0010265,0,0,0,93150,283.43,0.24806,-0.94089,1.716e-05,0,0,0,0,0,0.001174,0.13553,-0.031868,-0.013621
1.1432,0.0012492,0.037632,87.032,2.3619e+05,0.00074129,0,0,0,93152,283.87,0.2254,-0.94061,1.716e-05,0,0,0,0,0,0.00084491,0.13584,-0.031918,-0.013643
1.1418,0.00099597,0.037094,79.381,2.3564e+05,0.00049309,0,0,0,93153,284.22,0.20572,-0.9405,1.716e-05,0,0,0,0,0,0.00055734,0.13602,-0.031948,-0.013656
1.1405,0.003736,0.036009,72.373,2.3518e+05,0.00031063,0,0,0,93153,284.53,0.18766,-0.94049,1.716e-05,0,0,0,0,0,0.00034044,0.13613,-0.031966,-0.013664
1.1394,0.005998,0.034666,65.445,2.3476e+05,0.00018994,0,0,0,93153,284.81,0.16978,-0.9405,1.716e-05,0,0,0,0,0,0.00018365,0.1362,-0.031977,-0.013669
1.1382,0.0065959,0.032808,57.435,2.3433e+05,0.00011138,0,0,0,93153,285.1,0.14907,-0.94052,1.716e-05,0,0,0,0,0,6.7169e-05,0.13624,-0.031984,-0.013672
1.1368,0.0058437,0.028847,45.324,2.3379e+05,5.6518e-05,0,0,0,93153,285.46,0.11771,-0.94055,1.716e-05,0,0,0,0,0,8.2173e-06,0.13626,-0.031988,-0.013674
1.1355,0.0045508,0.020254,27.649,2.3322e+05,3.1639e-05,0,0,0,93153,285.79,0.071852,-0.94057,1.716e-05,0,0,0,0,0,8.9794e-07,0.13628,-0.031991,-0.013675
1.1349,0.002568,0.011545,14.109,2.3297e+05,1.6145e-05,0,0,0,93153,285.93,0.036674,-0.94056,1.716e-05,0,0,0,0,0,6.2117e-08,0.13629,-0.031992,-0.013675
1.1348,0.00099724,0.0047599,5.4044,2.3289e+05,6.1953e-06,0,0,0,93153,285.97,0.014048,-0.94056,1.716e-05,0,0,0,0,0,1.3505e-09,0.13629,-0.031993,-0.013676
1.1348,0,0,0,2.3288e+05,0,0,0,0,93153,285.97,0,-0.94056,1.716e-05,5.7213e-07,2.4369e-06,0.0027824,-32.964,1.0366,0,0.1363,-0.031994,-0.013676
1.122,0,0,0,2.3009e+05,0,0,0,0,92036,285.75,0,-1.0691,1.716e-05,-4.9302e-07,-1.0777e-06,0.0036567,-62.857,1.2205,0,0.04089,-0.018788,-0.0095673
1.122,-0.00083549,-0.002137,7.0677,2.3011e+05,7.1852e-06,0,0,0,92036,285.74,0.018588,-1.0691,1.716e-05,0,0,0,0,0,2.3353e-09,0.040894,-0.018789,-0.0095676
1.1223,-0.0021923,-0.0044108,18.378,2.3024e+05,1.8633e-05,0,0,0,92036,285.68,0.048329,-1.0692,1.716e-05,0,0,0,0,0,1.052e-07,0.040899,-0.01879,-0.009568
1.1232,-0.0046436,-0.0056046,35.624,2.3065e+05,3.6264e-05,0,0,0,92035,285.44,0.093641,-1.0692,1.716e-05,0,0,0,0,0,1.4673e-06,0.040909,-0.018792,-0.0095688
1.1252,-0.0091705,-0.0036053,55.744,2.3147e+05,6.6058e-05,0,0,0,92035,284.93,0.1464,-1.0693,1.716e-05,0,0,0,0,0,1.3755e-05,0.040924,-0.018795,-0.0095701
1.1271,-0.015319,0.00020709,68.223,2.3215e+05,0.0001253,0,0,0,92034,284.46,0.17903,-1.0694,1.716e-05,0,0,0,0,0,8.5993e-05,0.040949,-0.0188,-0.0095723
1.1286,-0.027347,0.0073072,76.815,2.327e+05,0.0002072,0,0,0,92032,284.08,0.20144,-1.0695,1.716e-05,0,0,0,0,0,0.00020487,0.040991,-0.018808,-0.0095758
1.13,-0.049692,0.019435,84.431,2.3323e+05,0.00033163,0,0,0,92030,283.71,0.22128,-1.0698,1.716e-05,0,0,0,0,0,0.0003623,0.04106,-0.018822,-0.0095816
1.1315,-0.089451,0.039689,92.012,2.3381e+05,0.00051291,0,0,0,92026,283.32,0.24099,-1.0702,1.716e-05,0,0,0,0,0,0.00057505,0.041174,-0.018845,-0.0095912
1.1332,-0.15744,0.072641,99.994,2.3446e+05,0.00075117,0,0,0,92020,282.88,0.2617,-1.0709,1.716e-05,0,0,0,0,0,0.00084876,0.041362,-0.018883,-0.0096071
1.1352,-0.26735,0.12373,108.85,2.3525e+05,0.0010121,0,0,0,92013,282.37,0.28465,-1.0718,1.716e-05,0,0,0,0,0,0.0011475,0.041672,-0.018945,-0.0096331
1.1376,-0.43153,0.19672,119.24,2.3626e+05,0.0011851,0,0,0,92005,281.75,0.31151,-1.0727,1.716e-05,0,0,0,0,0,0.0013472,0.042184,-0.019047,-0.0096761
1.1408,-0.63508,0.27617,132,2.3766e+05,0.00097639,0,0,0,92009,280.97,0.34435,-1.0722,1.716e-05,0,0,0,0,0,0.0011124,0.04303,-0.019207,-0.0097467
1.1432,-0.87386,0.2989,142.21,2.389e+05,0.00019222,0,0,0,92021,280.41,0.37056,-1.0709,1.716e-05,0,0,0,0,0,0.00018775,0.044428,-0.019458,-0.0098623
1.1436,-1.1278,0.32177,143.74,2.3912e+05,4.7507e-05,0,0,0,92034,280.35,0.37446,-1.0693,1.716e-05,0,0,0,0,0,4.4253e-06,0.046741,-0.019833,-0.010051
1.1436,-1.4473,0.40557,143.73,2.3912e+05,4.4469e-05,0,0,0,92033,280.34,0.37445,-1.0694,1.716e-05,0,0,0,0,0,3.4479e-06,0.050577,-0.020339,-0.010356
1.1437,-1.8592,0.53945,143.72,2.3913e+05,4.4482e-05,0,0,0,92039,280.35,0.37442,-1.0688,1.716e-05,0,0,0,0,0,3.4523e-06,0.054471,-0.020713,-0.010655
1.1439,-2.3227,0.67973,143.63,2.3917e+05,4.4448e-05,0,0,0,92060,280.37,0.37414,-1.0664,1.716e-05,0,0,0,0,0,3.4444e-06,0.058392,-0.020946,-0.01095
1.1442,-2.7844,0.82624,143.4,2.3923e+05,4.4469e-05,0,0,0,92097,280.4,0.37343,-1.0621,1.716e-05,0,0,0,0,0,3.4542e-06,0.062307,-0.021024,-0.011235
1.1446,-3.2191,0.97334,143.06,2.3931e+05,4.4491e-05,0,0,0,92147,280.44,0.37239,-1.0563,1.716e-05,0,0,0,0,0,3.4659e-06,0.066182,-0.021313,-0.011519
1.1452,-3.628,1.0936,142.61,2.3941e+05,4.4536e-05,0,0,0,92209,280.5,0.37103,-1.0492,1.716e-05,0,0,0,0,0,3.4858e-06,0.070033,-0.021949,-0.011804
1.1459,-3.9922,1.1833,142.02,2.3952e+05,4.4593e-05,0,0,0,92286,280.56,0.36927,-1.0404,1.716e-05,0,0,0,0,0,3.5105e-06,0.07385,-0.022519,-0.012082
1.1467,-4.2828,1.2453,141.32,2.3965e+05,4.4641e-05,0,0,0,92374,280.64,0.36716,-1.0302,1.716e-05,0,0,0,0,0,3.5342e-06,0.077689,-0.023029,-0.012357
1.1475,-4.481,1.2761,140.52,2.3979e+05,4.4695e-05,0,0,0,92472,280.72,0.36476,-1.0189,1.716e-05,0,0,0,0,0,3.5606e-06,0.081562,-0.023482,-0.01263
1.1485,-4.5721,1.2746,139.65,2.3994e+05,4.4748e-05,0,0,0,92576,280.81,0.36218,-1.0069,1.716e-05,0,0,0,0,0,3.5875e-06,0.085447,-0.023873,-0.012903
1.1494,-4.5538,1.2443,138.79,2.4009e+05,4.479e-05,0,0,0,92679,280.9,0.3596,-0.99506,1.716e-05,0,0,0,0,0,3.6111e-06,0.089325,-0.024255,-0.013171
1.1502,-4.4446,1.1948,138,2.4022e+05,4.4815e-05,0,0,0,92774,280.98,0.35725,-0.98412,1.716e-05,0,0,0,0,0,3.6287e-06,0.093126,-0.024915,-0.013443
1.151,-4.2607,1.132,137.26,2.4035e+05,4.4838e-05,0,0,0,92864,281.06,0.35501,-0.97382,1.716e-05,0,0,0,0,0,3.6455e-06,0.096931,-0.025544,-0.013712
1.1518,-4.0079,1.0527,136.55,2.4047e+05,4.4862e-05,0,0,0,92948,281.13,0.35287,-0.96409,1.716e-05,0,0,0,0,0,3.6618e-06,0.10074,-0.026144,-0.013983
1.1524,-3.6861,0.95759,135.87,2.4058e+05,4.4881e-05,0,0,0,93027,281.2,0.35084,-0.95509,1.716e-05,0,0,0,0,0,3.676e-06,0.10454,-0.026712,-0.014251
1.1531,-3.2955,0.84748,135.24,2.4068e+05,4.4895e-05,0,0,0,93097,281.26,0.34898,-0.94701,1.716e-05,0,0,0,0,0,3.6879e-06,0.10833,-0.027248,-0.014518
1.1536,-2.8405,0.72158,134.7,2.4076e+05,4.49e-05,0,0,0,93156,281.31,0.34737,-0.94016,1.716e-05,0,0,0,0,0,3.6958e-06,0.11211,-0.027752,-0.014787
1.154,-2.3443,0.58955,134.34,2.4082e+05,4.4877e-05,0,0,0,93198,281.35,0.34628,-0.93541,1.716e-05,0,0,0,0,0,3.6929e-06,0.11584,-0.028417,-0.015057
1.1542,-1.836,0.46156,134.12,2.4085e+05,4.4824e-05,0,0,0,93224,281.37,0.3456,-0.93239,1.716e-05,0,0,0,0,0,3.6793e-06,0.11955,-0.029098,-0.015335
1.1543,-1.3332,0.33751,134.04,2.4087e+05,4.4915e-05,0,0,0,93236,281.38,0.34533,-0.93097,1.716e-05,0,0,0,0,0,3.7092e-06,0.12325,-0.029762,-0.015611
1.1543,-0.85459,0.22097,134.17,2.4088e+05,4.5199e-05,0,0,0,93233,281.38,0.34566,-0.9313,1.716e-05,0,0,0,0,0,3.7982e-06,0.12693,-0.030409,-0.015898
1.1539,-0.47506,0.12861,134.63,2.4085e+05,5.1012e-05,0,0,0,93198,281.35,0.34696,-0.93536,1.716e-05,0,0,0,0,0,5.9662e-06,0.13062,-0.031044,-0.016188
1.1532,-0.24208,0.078168,132.75,2.4055e+05,0.00025488,0,0,0,93164,281.43,0.3423,-0.9393,1.716e-05,0,0,0,0,0,0.0002744,0.13286,-0.031421,-0.01637
1.1504,-0.098704,0.059679,120.23,2.3916e+05,0.0011128,0,0,0,93151,282.09,0.31041,-0.9408,1.716e-05,0,0,0,0,0,0.001279,0.13421,-0.031648,-0.01648
1.1471,-0.031475,0.038519,106.47,2.3778e+05,0.0012355,0,0,0,93136,282.85,0.2753,-0.94252,1.716e-05,0,0,0,0,0,0.0014163,0.13504,-0.031784,-0.016547
1.1448,-0.015395,0.031727,95.794,2.3684e+05,0.0010163,0,0,0,93133,283.41,0.24795,-0.94285,1.716e-05,0,0,0,0,0,0.0011621,0.13553,-0.031867,-0.016587
1.143,-0.0085108,0.028559,87.026,2.3614e+05,0.00073481,0,0,0,93133,283.84,0.22543,-0.94288,1.716e-05,0,0,0,0,0,0.00083736,0.13584,-0.031916,-0.016612
1.1416,-0.0032365,0.026561,79.427,2.3559e+05,0.00048949,0,0,0,93132,284.2,0.20587,-0.94291,1.716e-05,0,0,0,0,0,0.00055307,0.13602,-0.031947,-0.016626
1.1404,0.00058798,0.025134,72.441,2.3513e+05,0.00030901,0,0,0,93132,284.5,0.18787,-0.94294,1.716e-05,0,0,0,0,0,0.0003384,0.13613,-0.031965,-0.016635
1.1392,0.002902,0.023893,65.508,2.3471e+05,0.00018936,0,0,0,93132,284.79,0.16997,-0.94295,1.716e-05,0,0,0,0,0,0.00018279,0.1362,-0.031976,-0.016641
1.1381,0.0035501,0.022496,57.475,2.3428e+05,0.00011124,0,0,0,93132,285.08,0.1492,-0.94297,1.716e-05,0,0,0,0,0,6.6936e-05,0.13624,-0.031983,-0.016644
1.1366,0.0031776,0.019756,45.329,2.3373e+05,5.6527e-05,0,0,0,93132,285.44,0.11775,-0.943,1.716e-05,0,0,0,0,0,8.2172e-06,0.13626,-0.031987,-0.016646
1.1353,0.0027928,0.013835,27.632,2.3316e+05,3.1637e-05,0,0,0,93131,285.77,0.071821,-0.94302,1.716e-05,0,0,0,0,0,8.9717e-07,0.13628,-0.031989,-0.016647
1.1347,0.0016267,0.0079052,14.093,2.3292e+05,1.6138e-05,0,0,0,93131,285.91,0.036639,-0.94302,1.716e-05,0,0,0,0,0,6.1975e-08,0.13629,-0.031991,-0.016648
1.1346,0.00062804,0.0032718,5.3969,2.3284e+05,6.1913e-06,0,0,0,93131,285.95,0.014032,-0.94302,1.716e-05,0,0,0,0,0,1.3461e-09,0.13629,-0.031992,-0.016649
1.1346,0,0,0,2.3283e+05,0,0,0,0,93132,285.95,0,-0.94301,1.716e-05,3.9245e-07,1.6705e-06,0.002782,-32.808,1.0361,0,0.1363,-0.031992,-0.016649
1.123,0,0,0,2.3029e+05,0,0,0,0,92118,285.76,0,-1.0597,1.716e-05,-3.5062e-07,-7.6776e-07,0.003593,-59.375,1.2123,0,0.040891,-0.018787,-0.012143
1.123,-0.00054712,-0.0015469,6.9561,2.3032e+05,7.1272e-06,0,0,0,92118,285.75,0.018278,-1.0597,1.716e-05,0,0,0,0,0,2.2687e-09,0.040894,-0.018788,-0.012144
1.1233,-0.0014559,-0.0030491,18.095,2.3044e+05,1.8489e-05,0,0,0,92118,285.68,0.047541,-1.0597,1.716e-05,0,0,0,0,0,1.0235e-07,0.0409,-0.018789,-0.012144
1.1242,-0.0032351,-0.0033797,35.105,2.3084e+05,3.6e-05,0,0,0,92117,285.46,0.092196,-1.0597,1.716e-05,0,0,0,0,0,1.4309e-06,0.040909,-0.018791,-0.012145
1.1261,-0.0069315,-0.00073597,55.096,2.3164e+05,6.5469e-05,0,0,0,92117,284.96,0.14458,-1.0598,1.716e-05,0,0,0,0,0,1.3373e-05,0.040924,-0.018794,-0.012146
1.1279,-0.011905,0.0030223,67.541,2.3231e+05,0.00012438,0,0,0,92116,284.5,0.17709,-1.0599,1.716e-05,0,0,0,0,0,8.4765e-05,0.04095,-0.018799,-0.012149
1.1294,-0.02204,0.0095599,76.083,2.3285e+05,0.00020589,0,0,0,92115,284.13,0.19936,-1.06,1.716e-05,0,0,0,0,0,0.00020329,0.040992,-0.018807,-0.012153
1.1308,-0.040711,0.020261,83.641,2.3338e+05,0.0003298,0,0,0,92113,283.76,0.21903,-1.0602,1.716e-05,0,0,0,0,0,0.00036038,0.041061,-0.018821,-0.012159
1.1323,-0.073208,0.037468,91.175,2.3395e+05,0.00051052,0,0,0,92110,283.38,0.2386,-1.0606,1.716e-05,0,0,0,0,0,0.00057272,0.041175,-0.018844,-0.01217
1.134,-0.12799,0.064787,99.141,2.346e+05,0.00074798,0,0,0,92106,282.94,0.25926,-1.0611,1.716e-05,0,0,0,0,0,0.00084572,0.041363,-0.018882,-0.012188
1.136,-0.21578,0.10644,108.02,2.3538e+05,0.0010075,0,0,0,92099,282.43,0.28225,-1.0618,1.716e-05,0,0,0,0,0,0.0011432,0.041673,-0.018944,-0.012217
1.1384,-0.34642,0.16536,118.5,2.364e+05,0.0011784,0,0,0,92093,281.82,0.30931,-1.0625,1.716e-05,0,0,0,0,0,0.0013405,0.042185,-0.019047,-0.012266
1.1416,-0.51217,0.22881,131.49,2.3781e+05,0.00095998,0,0,0,92096,281.04,0.34272,-1.0622,1.716e-05,0,0,0,0,0,0.0010944,0.043032,-0.019207,-0.012345
1.1439,-0.73527,0.24364,141.82,2.3903e+05,0.00018504,0,0,0,92097,280.47,0.36929,-1.0621,1.716e-05,0,0,0,0,0,0.00017777,0.044431,-0.019458,-0.012475
1.1442,-1.0081,0.27665,143.42,2.3924e+05,4.7396e-05,0,0,0,92099,280.4,0.3734,-1.0618,1.716e-05,0,0,0,0,0,4.3949e-06,0.046746,-0.019834,-0.012688
1.1442,-1.3452,0.37256,143.36,2.3924e+05,4.4488e-05,0,0,0,92102,280.4,0.37326,-1.0615,1.716e-05,0,0,0,0,0,3.4604e-06,0.050585,-0.020341,-0.013033
1.1444,-1.7429,0.5057,143.28,2.3926e+05,4.4509e-05,0,0,0,92116,280.42,0.37301,-1.0599,1.716e-05,0,0,0,0,0,3.468e-06,0.054482,-0.020717,-0.013373
1.1446,-2.1664,0.63502,143.15,2.3931e+05,4.4478e-05,0,0,0,92141,280.44,0.3726,-1.057,1.716e-05,0,0,0,0,0,3.4616e-06,0.058407,-0.020951,-0.013708
1.1449,-2.5783,0.76598,142.91,2.3937e+05,4.4499e-05,0,0,0,92179,280.47,0.37185,-1.0526,1.716e-05,0,0,0,0,0,3.4716e-06,0.062325,-0.021032,-0.014033
1.1453,-2.9616,0.89634,142.57,2.3945e+05,4.4521e-05,0,0,0,92227,280.51,0.37083,-1.0471,1.716e-05,0,0,0,0,0,3.483e-06,0.066204,-0.021321,-0.014358
1.1459,-3.3172,1.0012,142.14,2.3954e+05,4.4565e-05,0,0,0,92286,280.56,0.36952,-1.0403,1.716e-05,0,0,0,0,0,3.5023e-06,0.070056,-0.021958,-0.014682
1.1465,-3.6286,1.0769,141.58,2.3964e+05,4.4617e-05,0,0,0,92356,280.62,0.36787,-1.0323,1.716e-05,0,0,0,0,0,3.5251e-06,0.073874,-0.022528,-0.015
1.1472,-3.8727,1.1275,140.94,2.3975e+05,4.466e-05,0,0,0,92435,280.69,0.36593,-1.0231,1.716e-05,0,0,0,0,0,3.5462e-06,0.077714,-0.023039,-0.015314
1.148,-4.0359,1.1507,140.21,2.3987e+05,4.4707e-05,0,0,0,92522,280.77,0.36376,-1.0132,1.716e-05,0,0,0,0,0,3.5695e-06,0.081588,-0.023492,-0.015627
1.1488,-4.1077,1.1463,139.43,2.4e+05,4.4752e-05,0,0,0,92612,280.84,0.36145,-1.0028,1.716e-05,0,0,0,0,0,3.5926e-06,0.085474,-0.023883,-0.01594
1.1496,-4.0869,1.1178,138.66,2.4012e+05,4.4788e-05,0,0,0,92702,280.92,0.35916,-0.99249,1.716e-05,0,0,0,0,0,3.6129e-06,0.089352,-0.024265,-0.016247
1.1503,-3.9867,1.0728,137.95,2.4024e+05,4.481e-05,0,0,0,92785,280.99,0.35703,-0.9829,1.716e-05,0,0,0,0,0,3.6285e-06,0.093153,-0.024925,-0.016558
1.151,-3.8189,1.0153,137.28,2.4035e+05,4.483e-05,0,0,0,92863,281.06,0.35502,-0.97388,1.716e-05,0,0,0,0,0,3.6431e-06,0.096958,-0.025553,-0.016865
1.1516,-3.5893,0.94311,136.63,2.4045e+05,4.4849e-05,0,0,0,92937,281.12,0.3531,-0.96542,1.716e-05,0,0,0,0,0,3.6567e-06,0.10077,-0.026153,-0.017176
1.1522,-3.3001,0.85726,136.03,2.4054e+05,4.4864e-05,0,0,0,93004,281.18,0.35131,-0.95769,1.716e-05,0,0,0,0,0,3.6683e-06,0.10457,-0.02672,-0.017482
1.1528,-2.9542,0.75908,135.49,2.4063e+05,4.4873e-05,0,0,0,93064,281.23,0.34969,-0.95082,1.716e-05,0,0,0,0,0,3.6775e-06,0.10836,-0.027256,-0.017787
1.1532,-2.5578,0.64849,135.02,2.4069e+05,4.4874e-05,0,0,0,93114,281.28,0.3483,-0.94507,1.716e-05,0,0,0,0,0,3.683e-06,0.11213,-0.027758,-0.018094
1.1535,-2.1296,0.53368,134.7,2.4074e+05,4.4852e-05,0,0,0,93149,281.31,0.34735,-0.94099,1.716e-05,0,0,0,0,0,3.6801e-06,0.11586,-0.028423,-0.018401
1.1537,-1.6927,0.42296,134.51,2.4077e+05,4.4799e-05,0,0,0,93172,281.33,0.34675,-0.93836,1.716e-05,0,0,0,0,0,3.6662e-06,0.11957,-0.029102,-0.018716
1.1538,-1.2634,0.31633,134.44,2.4079e+05,4.4889e-05,0,0,0,93183,281.34,0.34652,-0.93707,1.716e-05,0,0,0,0,0,3.6953e-06,0.12326,-0.029765,-0.019029
1.1538,-0.85816,0.21691,134.56,2.408e+05,4.5144e-05,0,0,0,93182,281.34,0.34683,-0.93716,1.716e-05,0,0,0,0,0,3.7754e-06,0.12694,-0.030411,-0.019351
1.1536,-0.53767,0.13797,134.95,2.4078e+05,5.0413e-05,0,0,0,93156,281.32,0.34792,-0.94018,1.716e-05,0,0,0,0,0,5.7044e-06,0.13063,-0.031044,-0.019677
1.153,-0.32856,0.089815,133.04,2.4051e+05,0.00023705,0,0,0,93134,281.39,0.34312,-0.94273,1.716e-05,0,0,0,0,0,0.00025108,0.13286,-0.031421,-0.01988
1.1503,-0.16911,0.065289,120.59,2.3914e+05,0.0010708,0,0,0,93128,282.04,0.31138,-0.94336,1.716e-05,0,0,0,0,0,0.0012306,0.13422,-0.031647,-0.020003
1.147,-0.071503,0.038876,106.63,2.3774e+05,0.001215,0,0,0,93113,282.81,0.27577,-0.94515,1.716e-05,0,0,0,0,0,0.0013927,0.13504,-0.031783,-0.020078
1.1446,-0.034523,0.027622,95.899,2.3679e+05,0.001005,0,0,0,93108,283.37,0.24827,-0.9457,1.716e-05,0,0,0,0,0,0.001149,0.13554,-0.031865,-0.020123
1.1428,-0.017236,0.022059,87.128,2.3609e+05,0.0007288,0,0,0,93106,283.81,0.22574,-0.94591,1.716e-05,0,0,0,0,0,0.0008303,0.13584,-0.031915,-0.02015
1.1414,-0.0079497,0.019067,79.535,2.3553e+05,0.00048664,0,0,0,93105,284.17,0.2062,-0.94602,1.716e-05,0,0,0,0,0,0.00054965,0.13602,-0.031945,-0.020167
1.1401,-0.0027178,0.017297,72.545,2.3507e+05,0.00030786,0,0,0,93105,284.47,0.18818,-0.94607,1.716e-05,0,0,0,0,0,0.00033692,0.13613,-0.031963,-0.020177
1.139,0.00019977,0.016035,65.599,2.3465e+05,0.00018895,0,0,0,93105,284.76,0.17025,-0.9461,1.716e-05,0,0,0,0,0,0.00018217,0.1362,-0.031974,-0.020183
1.1378,0.0012109,0.014926,57.545,2.3422e+05,0.00011113,0,0,0,93105,285.05,0.14942,-0.94611,1.716e-05,0,0,0,0,0,6.6742e-05,0.13624,-0.031981,-0.020187
1.1364,0.0012455,0.013073,45.371,2.3367e+05,5.6528e-05,0,0,0,93104,285.41,0.11789,-0.94615,1.716e-05,0,0,0,0,0,8.2115e-06,0.13626,-0.031985,-0.020189
1.135,0.0015588,0.009107,27.652,2.331e+05,3.1639e-05,0,0,0,93104,285.75,0.071889,-0.94617,1.716e-05,0,0,0,0,0,8.9667e-07,0.13628,-0.031988,-0.02019
1.1345,0.00095872,0.0052237,14.101,2.3285e+05,1.6138e-05,0,0,0,93104,285.88,0.036669,-0.94617,1.716e-05,0,0,0,0,0,6.1919e-08,0.13629,-0.031989,-0.020191
